,Influencer,Depth 0,Depth 1,Depth 2,Depth 3,Depth 4,Depth 5,Depth 6,Depth 7,Depth 8,Depth 9,Depth 10,Total
2184,R.L. Burnside,1,7,57,157,328,575,739,915,1022,1137,1260,102.212890625
810,Thompson Twins,1,10,44,175,357,505,710,883,1023,1240,1398,102.109375
3241,Luther Allison,1,4,30,130,318,555,844,1374,1846,2156,2438,102.07421875
2112,Garland Jeffreys,1,3,25,195,436,636,737,766,798,810,814,102.0390625
2336,Jerry Goldsmith,1,10,62,126,223,606,910,1108,1290,1463,1587,101.99609375
2230,John Hartford,1,3,27,185,376,598,785,996,1143,1209,1251,101.87890625
1453,Joe Henderson,1,7,29,71,200,466,1281,2008,2430,2701,2909,101.83984375
825,Crystal Gayle,1,22,95,188,282,371,409,470,575,640,650,101.296875
941,Celtic Frost,1,19,74,189,275,435,585,651,687,700,704,101.05859375
2304,Underworld,1,12,91,177,295,434,541,608,687,781,856,100.958984375
184,Syreeta,1,6,70,235,315,393,525,649,760,928,1029,100.908203125
398,Youth of Today,1,5,48,228,386,469,578,670,706,731,743,100.68359375
490,Pat Benatar,1,18,113,188,278,361,391,392,392,392,392,100.640625
2841,King Floyd,1,2,11,128,451,735,883,974,1132,1202,1231,100.486328125
2842,The Soul Survivors,1,2,11,128,451,735,883,974,1132,1202,1231,100.486328125
2053,Scott LaFaro,1,6,20,69,239,528,1158,1934,2449,2658,2789,100.470703125
1381,NOFX,1,30,117,190,222,242,325,412,434,482,523,100.392578125
543,"Hank Williams, Jr.",1,29,118,190,237,260,265,335,448,490,541,100.208984375
2115,Chico Buarque,1,9,50,142,330,589,781,875,971,1118,1188,100.1171875
3388,Paul Brady,1,2,10,113,436,745,968,1103,1154,1188,1207,100.083984375
3389,Andy Irvine,1,2,10,113,436,745,968,1103,1154,1188,1207,100.083984375
2205,Angela Bofill,1,7,71,220,297,397,574,696,762,853,904,99.533203125
1053,FranÃ§oise Hardy,1,10,52,142,333,562,738,834,968,1094,1177,99.388671875
2337,The Box Tops,1,3,24,119,378,721,933,1046,1123,1181,1233,99.3828125
117,Mariah Carey,1,43,140,175,176,176,176,176,176,176,176,99.375
1923,The Osmonds,1,13,94,185,283,379,452,605,720,770,798,99.3203125
984,Bread,1,15,60,199,338,423,499,603,713,794,880,99.28125
43,Spinal Tap,1,11,62,188,326,491,608,657,686,700,704,99.2734375
806,The House of Love,1,10,68,182,327,482,599,652,694,705,707,99.171875
1767,Delaney & Bonnie,1,8,58,190,362,472,569,665,766,823,905,99.078125
344,Atlantic Starr,1,7,90,240,297,324,386,475,548,701,817,98.53515625
2339,Dead Can Dance,1,7,71,180,328,476,583,645,721,811,882,98.396484375
3336,Danielle Dax,1,3,14,105,359,738,1067,1168,1208,1240,1267,98.037109375
500,Randy Travis,1,36,98,179,228,262,310,381,453,485,554,97.931640625
1341,Patti Austin,1,12,104,199,257,302,393,570,692,758,849,97.810546875
640,Jeff Buckley,1,25,100,181,253,331,387,405,420,420,420,97.7734375
2056,Stanley Clarke,1,10,47,177,309,506,657,785,931,1088,1224,97.55078125
1065,France Gall,1,6,66,187,331,456,563,652,755,845,995,97.24609375
2045,Robert Goulet,1,3,27,108,285,617,1014,1377,1572,1666,1707,97.173828125
2478,D.R.I.,1,5,53,221,353,421,560,666,701,730,743,97.162109375
567,Twisted Sister,1,15,61,167,296,489,618,668,698,711,715,96.79296875
3201,Tuxedomoon,1,3,17,80,415,744,935,1074,1178,1249,1314,96.544921875
489,PJ Harvey,1,23,98,192,253,289,363,429,452,476,486,96.51171875
2964,Meredith Monk,1,4,53,171,321,483,698,840,934,1068,1170,96.26953125
2114,The Ides of March,1,3,30,121,366,658,824,1030,1109,1123,1123,96.203125
1167,Annie Lennox,1,19,84,170,237,345,500,657,773,946,1045,96.197265625
1660,Orchestra Baobab,1,3,6,56,302,837,1227,1390,1451,1522,1611,95.849609375
1296,7 Seconds,1,17,116,198,231,251,334,421,443,491,531,95.765625
624,Kate & Anna McGarrigle,1,13,52,152,318,501,623,746,863,926,980,95.6875
505,George Strait,1,48,111,160,195,202,203,203,203,203,203,95.59375
2843,Glenn Gould,1,2,11,55,309,829,1196,1359,1408,1467,1527,95.49609375
3246,Dicks,1,2,17,149,472,630,682,733,805,921,1069,95.4765625
1807,Heaven 17,1,5,45,119,360,587,723,932,1037,1097,1125,95.4375
1463,Utopia,1,4,45,224,356,426,551,638,672,695,706,94.767578125
700,Kenny Rogers,1,20,116,178,239,263,300,344,411,479,511,94.3203125
1395,Green River,1,5,43,145,413,567,625,663,683,688,689,94.208984375
2880,Jo Jo Gunne,1,3,28,111,388,623,857,973,998,999,999,93.88671875
2678,David Crosby,1,7,50,167,320,497,614,737,849,911,966,93.740234375
1432,Charley Pride,1,13,114,185,254,287,320,362,428,496,528,93.46875
3219,Toumani DiabatÃ©,1,3,47,128,278,531,830,1003,1168,1283,1390,92.806640625
2098,Melba Moore,1,3,14,102,339,656,976,1158,1236,1283,1325,92.65625
422,Shalamar,1,10,87,206,249,315,406,481,635,750,800,92.515625
1454,Los Lobos,1,8,43,152,343,535,642,689,728,787,842,92.345703125
365,Tower of Power,1,8,67,201,324,358,415,496,567,713,816,91.873046875
1041,Hanoi Rocks,1,12,44,171,327,455,587,650,692,708,712,91.7578125
1649,The Whispers,1,9,80,210,287,307,369,458,531,684,801,91.599609375
360,The Cult,1,11,74,164,246,431,576,632,663,676,680,91.51953125
765,"10,000 Maniacs",1,15,71,148,263,420,539,613,693,786,857,91.439453125
1847,Mel Tillis,1,7,96,194,265,328,373,436,549,602,641,91.369140625
391,The Boo Radleys,1,8,72,173,265,430,560,617,646,659,663,91.30078125
1072,SinÃ©ad O'Connor,1,14,72,150,261,424,536,602,682,778,849,91.232421875
226,Rollins Band,1,9,76,150,255,473,582,641,657,661,662,91.220703125
1640,Blitz,1,5,26,116,326,511,881,1128,1221,1253,1285,91.1484375
1244,Spandau Ballet,1,8,30,114,314,605,775,902,1053,1146,1203,91.138671875
1316,Hurt,1,5,79,222,289,354,400,419,420,420,420,90.9296875
998,Hot Tuna,1,11,39,101,279,537,800,1013,1102,1173,1280,90.603515625
1647,Teddy Riley,1,9,65,204,271,357,448,521,674,791,839,90.23046875
1379,Weezer,1,41,106,133,148,221,325,362,417,459,474,90.138671875
118,R. Kelly,1,39,119,161,172,174,175,176,176,176,176,90.046875
2004,Jerry Vale,1,2,15,70,327,693,977,1200,1347,1381,1388,89.904296875
2003,Lenny Welch,1,2,15,70,327,693,977,1200,1347,1381,1388,89.904296875
2002,Ed Ames,1,2,15,70,327,693,977,1200,1347,1381,1388,89.904296875
2005,Al Martino,1,2,15,70,327,693,977,1200,1347,1381,1388,89.904296875
1673,The Vibrators,1,4,46,189,350,437,482,614,713,739,768,89.712890625
703,Rodney Crowell,1,15,90,176,248,305,377,449,481,550,615,89.583984375
1081,BjÃ¶rk,1,44,106,161,174,174,174,174,174,174,174,89.375
2369,The Rezillos,1,5,80,209,259,275,368,530,722,985,1172,89.330078125
2561,The Dirty Dozen Brass Band,1,7,35,94,269,571,873,1059,1158,1266,1394,89.2890625
375,Gladys Knight & the Pips,1,5,25,142,364,538,675,778,848,939,1091,88.96484375
176,Cyndi Lauper,1,19,119,162,216,262,280,280,280,280,280,88.9375
2839,Joe Cuba,1,7,30,92,194,558,1063,1265,1388,1467,1522,88.814453125
405,Sheena Easton,1,10,96,162,222,326,433,509,664,775,822,88.767578125
1040,Quiet Riot,1,7,43,170,326,454,586,649,691,707,711,88.7578125
221,Testament,1,13,68,160,223,414,582,637,669,682,686,88.73046875
1654,Freddie Jackson,1,5,82,214,276,289,348,438,511,665,783,88.71484375
2410,Yngwie Malmsteen,1,8,31,96,227,395,748,1424,1925,2174,2422,88.58984375
2722,The Records,1,5,50,157,324,466,580,677,717,752,763,88.548828125
2574,B.J. Thomas,1,3,40,163,343,493,568,674,777,875,973,88.50390625
1575,Loreena McKennitt,1,7,39,156,333,478,582,670,766,838,972,88.35546875
2877,Squarepusher,1,7,67,166,259,426,560,621,653,665,668,88.255859375
1958,Adam Ant,1,9,44,131,258,507,702,826,929,1068,1158,88.2421875
918,Freddie Hubbard,1,15,31,52,81,183,673,2202,3442,3813,4072,88.095703125
764,Cowboy Junkies,1,11,62,148,264,434,555,623,694,783,852,88.005859375
119,Mary J. Blige,1,35,125,157,164,164,164,164,164,164,164,87.875
2136,Yazoo,1,3,28,103,355,586,723,932,1037,1097,1125,87.84375
622,John Hiatt,1,10,61,188,299,359,436,512,545,553,553,87.7578125
136,Sunny Day Real Estate,1,34,113,130,137,219,342,379,428,470,486,87.75
1271,Roy Ayers,1,11,46,135,245,456,698,824,936,1052,1117,87.673828125
616,Rosanne Cash,1,11,77,169,277,320,409,535,607,618,635,87.576171875
1981,Peabo Bryson,1,10,92,218,265,267,267,267,267,267,267,87.5
3431,Texas Tornados,1,3,13,61,212,576,1079,1566,1775,2078,2428,87.453125
138,Quicksand,1,12,48,109,337,521,594,641,658,662,663,87.416015625
1012,Falco,1,8,46,158,306,437,548,651,754,845,994,87.216796875
540,Guy,1,20,81,163,216,287,380,454,608,726,776,86.88671875
652,Jim Croce,1,10,47,186,299,382,455,579,662,674,682,86.4921875
410,Howard Jones,1,10,58,144,251,397,558,709,890,991,1051,86.31640625
3405,Sam Rivers,1,2,9,25,78,281,934,2640,3828,4247,4428,86.146484375
3408,Cockney Rejects,1,2,12,85,331,570,765,1193,1460,1613,1880,85.923828125
2096,Mazzy Star,1,7,35,142,345,475,566,662,758,832,967,85.896484375
2833,Flaco JimÃ©nez,1,6,22,88,248,492,831,1234,1618,1786,2079,85.869140625
1956,Tony! Toni! TonÃ©!,1,7,90,206,234,248,309,401,476,633,757,85.66015625
3430,Los RelÃ¡mpagos del Norte,1,2,10,55,210,576,1079,1566,1775,2078,2428,85.328125
3429,Cornelio Reyna,1,2,10,55,210,576,1079,1566,1775,2078,2428,85.328125
2878,Autechre,1,4,63,164,257,424,558,618,649,662,666,85.23828125
1356,Social Distortion,1,20,81,175,217,256,339,430,454,502,542,85.15625
1652,Morris Day,1,5,77,201,266,287,348,437,510,663,780,85.130859375
3342,Bettye Swann,1,2,11,73,314,634,957,1148,1230,1281,1323,85.125
115,En Vogue,1,23,109,142,157,221,315,391,550,674,724,85.07421875
400,Jawbreaker,1,27,102,139,158,244,357,383,432,476,494,85.02734375
1152,Babyface,1,25,95,180,217,218,218,218,218,218,218,84.9375
419,George Michael,1,23,98,151,169,228,322,395,552,678,730,84.5859375
2446,Rites of Spring,1,18,95,157,185,270,382,416,467,509,525,84.4375
217,Godflesh,1,8,68,153,216,407,573,626,658,671,675,84.38671875
2274,Oingo Boingo,1,4,45,171,240,420,583,712,878,1052,1195,84.240234375
3133,Rose Tattoo,1,6,34,163,319,442,581,644,686,702,706,84.1640625
1537,Live,1,17,83,153,220,319,398,422,437,437,437,84.0234375
1827,Midnight Oil,1,6,50,184,339,373,390,441,485,500,544,83.81640625
83,Lynn Anderson,1,12,54,125,249,400,564,712,829,933,1045,83.6640625
1553,Soul Asylum,1,10,58,185,273,345,418,442,481,512,525,83.357421875
1742,John Denver,1,9,60,205,293,330,336,337,337,337,337,83.265625
2486,Jeri Southern,1,4,16,41,117,424,1075,1925,2448,2659,2790,82.728515625
76,Connie Smith,1,8,42,123,265,448,618,768,906,1008,1074,82.69921875
2961,Bananarama,1,10,63,145,236,341,487,648,754,923,1017,82.6875
1746,'Til Tuesday,1,5,38,135,318,453,554,660,760,834,970,82.2109375
2507,Tom Verlaine,1,7,31,139,330,475,515,602,674,739,837,81.5546875
3357,999,1,3,28,156,327,416,483,681,910,1079,1225,81.359375
515,Stevie Ray Vaughan,1,17,74,148,233,326,356,391,426,444,445,81.267578125
2103,Dexys Midnight Runners,1,8,35,136,305,393,504,721,858,912,974,80.63671875
3302,The Dramatics,1,3,28,99,282,504,730,875,1095,1190,1243,80.521484375
2493,Gino Vannelli,1,8,63,186,241,281,368,470,545,700,814,80.3515625
32,Extreme,1,4,41,102,332,517,592,639,656,660,661,80.291015625
1289,The Go-Go's,1,7,38,151,272,372,531,697,817,910,1012,80.1875
1172,Blur,1,21,86,147,179,246,341,381,438,477,488,80.150390625
1236,Joe Ely,1,14,70,147,223,314,396,489,528,577,611,80.015625
1010,Larry Levan,1,13,49,126,271,381,472,545,699,804,847,79.931640625
1039,Loverboy,1,7,36,118,270,508,642,679,708,721,725,79.92578125
2361,Wilbur Ware,1,3,12,34,111,420,1075,1925,2448,2659,2790,79.853515625
894,UB40,1,9,44,152,264,358,500,614,676,750,843,79.548828125
416,New Kids on the Block,1,22,92,140,156,215,308,381,537,662,715,79.544921875
1294,Full Force,1,6,63,181,259,290,352,441,514,667,784,79.412109375
650,Indigo Girls,1,11,67,172,235,285,371,449,465,484,492,79.37109375
1987,Josef K,1,12,36,121,337,432,456,512,563,573,607,79.31640625
1282,Agnostic Front,1,16,70,176,228,254,278,348,424,446,484,79.22265625
914,Booker Little,1,6,22,42,69,176,674,2205,3444,3813,4072,79.173828125
698,Boyz II Men,1,27,94,163,181,181,181,181,181,181,181,79.0
1059,Arthur Lyman,1,4,26,63,102,330,1019,1707,2121,2308,2457,78.912109375
972,Kreator,1,6,43,150,239,409,577,643,679,692,696,78.62109375
3303,Three Dog Night,1,2,25,96,279,501,727,872,1092,1187,1240,78.521484375
114,TLC,1,38,111,131,131,131,131,131,131,131,131,78.5
2600,Voivod,1,8,44,120,242,471,586,647,663,667,668,78.251953125
504,Garth Brooks,1,39,97,136,146,147,147,147,147,147,147,78.0625
1709,This Mortal Coil,1,4,35,141,280,430,559,670,718,756,762,78.05078125
3445,Hum,1,3,36,99,330,517,592,639,656,660,661,78.041015625
1651,DeBarge,1,7,55,181,257,288,350,439,512,665,782,77.662109375
944,Ani DiFranco,1,15,87,133,178,287,387,408,432,442,442,77.6171875
889,Agent Orange,1,6,83,182,216,227,306,402,427,475,514,77.615234375
2608,Moe Bandy,1,7,79,158,231,284,326,370,484,591,606,77.525390625
1878,Richard & Linda Thompson,1,7,29,105,293,467,590,689,782,870,1015,77.119140625
2065,QueensrÃ¿che,1,6,38,114,254,494,600,659,675,679,680,76.876953125
1070,Jane Siberry,1,7,55,120,232,397,520,595,676,772,844,76.7265625
959,Herbie Mann,1,10,51,114,215,327,533,770,892,1004,1117,76.626953125
68,Spice Girls,1,23,77,107,171,266,342,501,628,681,709,76.55078125
2016,Bonnie Tyler,1,6,58,155,251,346,391,471,545,562,582,76.52734375
610,Dan Fogelberg,1,9,65,160,242,292,338,420,490,507,527,76.49609375
2439,June Tabor,1,3,28,125,308,444,550,655,756,830,965,76.419921875
69,Boney M.,1,7,41,130,225,374,553,708,889,990,1050,76.37890625
2058,Hank Mobley,1,5,23,56,108,261,591,1546,2812,3541,3836,75.861328125
2991,Cat Anderson,1,2,5,33,149,597,1177,1476,1562,1628,1683,75.833984375
909,David Lee Roth,1,17,46,116,186,382,549,622,660,674,678,75.71875
2324,Leo Sayer,1,9,53,172,233,265,354,468,549,701,809,75.375
2498,Phil Collins,1,9,29,109,233,385,635,821,929,1077,1167,75.31640625
1761,REO Speedwagon,1,14,37,104,243,384,565,677,712,741,754,75.255859375
2049,Hellhammer,1,7,43,133,217,406,563,632,679,696,700,75.23828125
735,Phoebe Snow,1,11,63,167,236,285,325,343,343,343,343,75.21875
830,Delbert McClinton,1,9,78,150,226,265,304,346,406,467,499,75.08203125
2449,Annette Peacock,1,4,69,156,241,287,376,432,443,482,544,74.765625
3473,The Bothy Band,1,2,7,42,266,636,867,1055,1176,1218,1251,74.705078125
3089,Ali Farka TourÃ©,1,6,9,71,230,525,835,1008,1173,1288,1395,74.650390625
2436,Ace,1,4,31,131,310,422,504,562,572,609,643,74.6328125
218,Annihilator,1,8,45,136,192,395,570,626,658,671,675,74.58984375
694,Tracy Chapman,1,19,83,143,191,233,252,253,253,253,253,74.234375
970,Daniel Lanois,1,5,35,130,246,413,550,623,697,785,853,74.1640625
1108,INXS,1,17,83,145,154,220,326,354,412,457,475,74.1640625
761,Shawn Colvin,1,12,60,165,205,248,355,451,468,488,496,74.0078125
1841,Deuter,1,4,38,148,259,335,492,623,684,710,717,73.669921875
421,Kylie Minogue,1,19,81,129,152,211,302,375,531,651,699,73.328125
390,Guided by Voices,1,22,81,137,179,199,209,275,360,395,446,73.244140625
265,Crowded House,1,15,57,175,214,229,277,328,351,404,450,73.0859375
915,Lee Morgan,1,9,17,24,36,129,638,2186,3437,3813,4072,72.904296875
1293,Jodeci,1,28,63,106,160,237,334,408,565,691,744,72.822265625
364,Ronnie Milsap,1,14,92,151,192,206,207,207,207,207,207,72.78125
1339,Gloria Jones,1,2,15,74,226,537,798,924,1073,1146,1197,72.361328125
1336,P.P. Arnold,1,2,15,74,226,537,798,924,1073,1146,1197,72.361328125
1338,Shirley Ellis,1,2,15,74,226,537,798,924,1073,1146,1197,72.361328125
406,Patty Smyth,1,8,72,151,184,243,334,407,561,674,720,72.28125
524,Olivia Newton-John,1,10,68,140,197,251,339,440,516,671,781,72.2421875
497,Vince Gill,1,30,90,131,149,156,156,156,156,156,156,71.9375
839,Swans,1,12,38,133,237,286,451,603,656,687,700,71.904296875
2367,Joey Ramone,1,4,71,174,209,220,300,397,422,470,511,71.791015625
1989,A.C. Reed,1,2,31,137,289,370,454,557,679,769,852,71.763671875
495,Keith Whitley,1,22,89,139,173,180,181,181,181,181,181,71.71875
2033,Wendy & Lisa,1,5,32,113,254,425,542,603,677,764,830,71.71875
3446,The Sylvers,1,3,31,167,279,323,391,481,554,707,823,71.67578125
2568,Sodom,1,7,42,124,198,385,544,614,661,678,682,71.44140625
1839,Gerry Rafferty,1,8,63,153,215,239,339,448,480,501,509,71.42578125
2434,The Gap Band,1,6,44,149,260,298,362,453,527,681,799,71.33203125
1487,Willie Nile,1,5,55,154,224,282,389,477,490,509,517,71.03515625
983,Dottie West,1,5,28,123,238,379,534,663,796,914,1035,71.033203125
938,The Oak Ridge Boys,1,12,71,142,206,238,266,313,384,456,488,70.7578125
2720,Pop Will Eat Itself,1,4,12,102,306,457,563,665,766,841,976,70.689453125
1779,The Electric Prunes,1,5,32,90,210,435,637,752,859,950,1002,70.46484375
3088,MC 900 Ft. Jesus,1,4,11,101,307,458,564,667,768,843,977,70.453125
2264,Bob Andy,1,3,22,69,184,459,810,1018,1106,1208,1266,70.23046875
729,Sweet Honey in the Rock,1,5,47,152,246,306,355,437,506,522,541,70.201171875
2316,20/20,1,6,41,161,246,296,388,442,452,470,480,70.13671875
2483,MDC,1,6,25,118,272,401,480,591,676,709,733,70.10546875
1308,The Statler Brothers,1,6,60,156,213,279,315,338,433,557,603,70.05078125
973,Bathory,1,15,54,110,191,257,417,582,648,684,697,70.009765625
1488,Greg Brown,1,9,44,150,217,287,401,490,503,522,530,69.89453125
3291,Modern English,1,3,19,61,249,481,695,910,1015,1070,1100,69.640625
902,Carlene Carter,1,8,69,133,198,259,334,407,443,514,590,69.62890625
206,Exhorder,1,2,39,133,189,392,567,623,655,668,672,69.33984375
1237,John Anderson,1,13,72,132,190,230,248,321,438,481,541,69.15234375
2181,Gary Wilson,1,2,29,110,251,424,541,602,676,763,829,68.84375
3008,Patty Duke,1,4,28,129,243,352,481,583,743,851,898,68.701171875
2368,Tsunami Bomb,1,2,66,170,205,216,296,393,418,466,507,68.541015625
502,Alan Jackson,1,28,84,127,145,153,153,153,153,153,153,68.5
1973,Aimee Mann,1,17,68,132,191,236,254,255,255,255,255,68.265625
2685,Howard Roberts,1,3,13,30,85,446,984,1377,1768,2081,2256,68.259765625
547,Mickey Gilley,1,8,67,146,205,249,267,303,347,414,482,68.23828125
175,Paula Abdul,1,10,83,121,145,213,306,381,538,660,713,68.134765625
2640,Roy Clark,1,5,49,162,223,279,314,336,431,555,601,68.12890625
142,George Martin,1,4,24,64,204,449,686,927,1024,1048,1049,67.837890625
931,Alabama,1,32,80,117,139,146,147,147,147,147,147,67.46875
1842,Jermaine Jackson,1,7,46,150,237,268,283,346,439,513,670,67.087890625
23,Korn,1,38,74,108,122,135,159,169,171,171,171,66.984375
503,Clint Black,1,24,84,129,147,154,154,154,154,154,154,66.9375
2488,Frankie Goes to Hollywood,1,10,40,151,225,243,302,392,465,620,733,66.771484375
447,Oasis,1,25,68,111,127,194,289,330,392,438,457,66.748046875
1196,Gilberto Gil,1,8,17,62,198,432,712,850,939,1091,1179,66.7421875
127,Leslie West,1,4,11,28,168,371,708,1317,1811,2134,2419,66.662109375
891,Alpha Blondy,1,10,35,110,206,315,470,582,646,725,821,66.65234375
905,Nanci Griffith,1,10,46,135,221,270,315,399,475,490,509,66.470703125
137,Stone Temple Pilots,1,24,76,97,136,194,275,312,364,400,419,66.443359375
2545,Pat Metheny,1,6,35,110,248,344,431,524,585,601,613,66.234375
2019,The Chemical Brothers,1,20,67,120,162,177,244,339,379,437,472,66.123046875
1492,Vern Gosdin,1,11,64,126,194,240,273,321,392,464,496,66.0546875
3191,Buffalo Tom,1,6,76,133,149,223,341,389,440,482,498,65.90625
1462,Kyuss,1,8,46,91,154,379,545,608,643,666,671,65.732421875
1162,Accept,1,9,39,103,208,290,467,615,668,700,713,65.658203125
5,Chrissie Hynde,1,7,55,128,217,270,304,377,436,458,482,65.484375
2697,Paul Stanley,1,6,28,112,193,377,537,601,646,662,666,65.046875
2655,Scritti Politti,1,4,13,67,246,482,630,694,764,879,972,64.927734375
847,Don Lamond,1,2,7,12,95,424,896,1382,2035,2406,2560,64.8828125
402,Jawbox,1,20,77,105,114,185,295,344,396,440,459,64.880859375
3486,The Last Poets,1,3,32,122,187,365,530,597,642,658,662,64.875
423,Menudo,1,12,62,120,153,221,314,387,543,667,720,64.728515625
1601,Marcos Valle,1,8,22,86,176,354,604,796,888,984,1131,64.568359375
860,Ray Barretto,1,8,30,69,187,363,569,765,882,964,1115,64.529296875
232,Marilyn Manson,1,17,50,112,153,196,371,529,595,640,656,64.47265625
995,Melissa Manchester,1,3,36,147,223,312,395,424,425,425,425,64.3671875
3098,Brownsville Station,1,2,29,85,236,397,562,649,679,707,720,64.322265625
1195,Maria BethÃ¢nia,1,6,14,59,195,429,709,847,936,1088,1176,64.2421875
1380,Pennywise,1,18,80,104,113,184,291,332,387,431,450,64.185546875
1231,The Chills,1,3,20,142,265,353,374,435,500,523,563,64.16015625
2239,Asleep at the Wheel,1,6,61,139,192,238,250,320,427,468,518,64.0625
1324,Coldplay,1,32,54,68,138,244,291,354,400,419,420,63.763671875
2313,The Knack,1,9,53,130,188,238,311,396,415,463,502,63.646484375
491,Liz Phair,1,14,74,121,168,207,224,225,225,225,225,63.609375
1211,Aztec Camera,1,10,40,127,220,258,332,404,421,466,506,63.57421875
1459,Egg,1,3,8,24,148,491,886,1141,1310,1411,1448,63.552734375
3292,Aunt Molly Jackson,1,2,13,97,235,395,550,687,819,936,1036,63.41796875
3293,Rose Maddox,1,2,13,97,235,395,550,687,819,936,1036,63.41796875
2740,Angelo Badalamenti,1,6,20,103,203,359,543,652,716,786,868,63.38671875
1508,Steve Martin,1,11,25,98,166,369,543,611,656,672,676,63.359375
3091,Mr. Fingers,1,2,26,122,230,312,471,603,664,690,697,63.248046875
690,Counting Crows,1,20,56,89,162,264,299,359,405,424,425,63.216796875
2840,The International Submarine Band,1,2,16,90,246,395,544,694,771,818,853,63.166015625
3432,Arthur Conley,1,2,8,67,290,459,539,619,802,927,993,62.984375
2935,James Ingram,1,5,48,161,202,219,239,302,396,470,627,62.876953125
763,The La's,1,6,56,126,203,228,294,381,417,472,511,62.681640625
1639,The Business,1,5,39,147,231,253,271,354,440,455,503,62.55859375
945,Concrete Blonde,1,10,62,108,181,225,308,392,413,436,446,62.5546875
3042,Possessed,1,4,28,108,179,369,531,601,648,665,669,62.34765625
2388,Club Nouveau,1,4,51,153,188,204,266,359,433,591,714,62.201171875
1153,Al B. Sure!,1,15,78,98,128,168,245,342,416,573,699,62.109375
2941,Oysterhead,1,2,19,103,175,372,554,694,875,1050,1193,62.064453125
2317,Allan Holdsworth,1,2,8,19,150,352,700,1315,1810,2133,2418,61.919921875
2318,Tommy Bolin,1,2,8,19,150,352,700,1315,1810,2133,2418,61.919921875
1845,The Orb,1,9,67,136,189,202,202,202,202,202,202,61.6875
2259,Frankie Knuckles,1,11,59,103,152,221,315,396,555,678,732,61.46875
1235,Terry Allen,1,8,59,117,165,218,294,416,479,520,570,61.34375
1118,Frankie Miller,1,3,28,111,206,320,443,595,673,731,742,61.326171875
2838,HÃ©ctor Lavoe,1,11,47,129,181,204,267,359,432,587,707,61.25390625
2706,Gerald Levert,1,11,71,138,171,176,177,178,178,178,178,61.234375
3281,The Jesters,1,2,9,63,203,438,635,831,955,1130,1208,61.2109375
2669,Randy Rhoads,1,6,18,59,172,305,445,823,1435,1926,2174,61.15234375
2578,Silvio RodrÃ­guez,1,3,11,55,191,426,707,845,935,1087,1175,61.09375
493,Tori Amos,1,24,64,103,144,184,203,204,204,204,204,60.984375
2819,The Country Gentlemen,1,5,29,136,226,291,329,355,453,578,613,60.978515625
2435,Stealers Wheel,1,2,20,102,258,365,459,520,530,567,602,60.869140625
530,Carlos Santana,1,5,10,35,152,437,759,976,1171,1294,1401,60.853515625
2530,Blancmange,1,3,11,41,175,473,723,875,1037,1140,1198,60.84375
2295,Paul Revere & the Raiders,1,2,14,79,249,375,573,686,734,763,776,60.841796875
536,Bell Biv DeVoe,1,15,64,121,180,191,191,191,191,191,191,60.8125
1281,Murphy's Law,1,3,43,143,215,246,265,348,435,457,504,60.685546875
2126,Noel Redding,1,5,15,47,213,395,622,783,928,1068,1206,60.68359375
2380,Captain & Tennille,1,8,35,121,202,278,360,423,448,448,448,60.6171875
2251,Barry Adamson,1,4,32,80,193,369,491,579,673,770,845,60.572265625
2757,Howard Hewett,1,8,72,139,173,178,179,180,180,180,180,60.359375
1141,Jellyfish,1,12,61,108,134,213,325,373,426,469,485,60.30078125
2387,Color Me Badd,1,6,41,101,185,283,358,517,644,697,725,60.20703125
2397,Toad the Wet Sprocket,1,11,73,112,123,185,278,315,374,420,438,60.16015625
1569,CÃ©line Dion,1,17,74,110,143,174,186,191,191,191,191,60.015625
828,Reba McEntire,1,21,66,100,148,182,201,213,213,213,213,59.90625
494,Travis Tritt,1,17,66,120,158,172,175,175,175,175,175,59.71875
3335,New Model Army,1,2,23,106,177,368,530,600,647,664,668,59.66015625
1687,Gene Harris,1,5,27,91,212,369,420,475,557,631,782,59.615234375
2305,Nightmares on Wax,1,5,24,102,208,298,463,590,646,674,683,59.580078125
1905,Alanis Morissette,1,23,60,108,151,172,174,174,174,174,174,59.25
2172,The Angels,1,3,7,26,175,450,723,990,1186,1250,1261,59.068359375
272,Marshall Crenshaw,1,8,38,128,202,226,287,368,396,443,486,58.908203125
2151,Arthur Russell,1,8,25,100,182,300,439,546,613,692,786,58.90625
3210,Julian Bream,1,2,5,13,133,338,682,1309,1810,2134,2419,58.595703125
2163,Taj Mahal,1,5,33,99,211,314,364,436,512,545,553,58.36328125
346,The Three Degrees,1,6,54,136,160,175,239,333,409,568,691,58.361328125
1491,Earl Thomas Conley,1,10,52,126,179,215,230,246,257,257,257,58.1796875
2344,Chick Corea,1,12,44,97,130,211,330,495,688,823,895,57.91015625
2586,Shirley Horn,1,5,21,90,224,298,398,575,697,763,854,57.904296875
566,Cheech & Chong,1,8,20,71,197,335,500,617,666,695,709,57.6328125
1667,Brian McKnight,1,20,81,112,115,115,115,115,115,115,115,57.625
971,Dave Matthews Band,1,19,48,88,132,212,318,354,414,458,475,57.548828125
1016,Kaleidoscope,1,3,18,87,261,358,400,458,516,536,575,57.388671875
411,Leif Garrett,1,8,48,108,149,217,310,383,539,664,717,57.232421875
408,Take That,1,18,53,94,115,175,270,345,504,631,684,57.107421875
